Name,organism,country,city/state,county,isolation_source,host,collection_date, ,species
KX547276,West Nile virus,USA,NY, Erie county,,culex sp.,40742,"    Direct Submission
  ",mosquito
KX547277,West Nile virus,USA,NY, Orange county,,culex sp.,38253,"    Direct Submission
  ",mosquito
KX547279,West Nile virus,USA,NY, Suffolk county,,culex sp.,40367,"    Direct Submission
  ",mosquito
KX547284,West Nile virus,USA,NY, Niagara county,,culex sp.,39675,"    Direct Submission
  ",mosquito
KX547292,West Nile virus,USA,NY, Sufolk county,,culex sp.,40072,"    Direct Submission
  ",mosquito
KX547294,West Nile virus,USA,NY, Rockland county,,culex sp.,40451,"    Direct Submission
  ",mosquito
KX547295,West Nile virus,USA, NY, Nassau county,,culex sp.,40779,"    Direct Submission
  ",mosquito
KX547298,West Nile virus,USA,NY, Erie county,,culex sp.,38202,"    Direct Submission
  ",mosquito
KX547303,West Nile virus,USA,NY, Weschester county,,culex sp.,38560,"    Direct Submission
  ",mosquito
KX547306,West Nile virus,USA,NY, Weschester county,,culex sp.,40058,"    Direct Submission
  ",mosquito
KX547310,West Nile virus,USA,NY, Weschester county,,culex sp.,37859,"    Direct Submission
  ",mosquito
KX547314,West Nile virus,USA,NY, Bronx county,,culex sp.,37526,"    Direct Submission
  ",mosquito
KX547315,West Nile virus,USA, NY, Nassau county,,culex sp.,41145,"    Direct Submission
  ",mosquito
KX547316,West Nile virus,USA,NY, Weschester county,,culex sp.,37147,"    Direct Submission
  ",mosquito
KX547323,West Nile virus,USA,NY, Weschester county,,culex sp.,41486,"    Direct Submission
  ",mosquito
KX547326,West Nile virus,USA, NY, Nassau county,,culex sp.,39295,"    Direct Submission
  ",mosquito
KX547328,West Nile virus,USA,NY, Rockland county,,culex sp.,41458,"    Direct Submission
  ",mosquito
KX547330,West Nile virus,USA,NY, Erie county,,culex sp.,41535,"    Direct Submission
  ",mosquito
KX547333,West Nile virus,USA,NY, Suffolk county,,culex sp.,41556,"    Direct Submission
  ",mosquito
KX547334,West Nile virus,USA,NY, Erie county,,culex sp.,41078,"    Direct Submission
  ",mosquito
KX547335,West Nile virus,USA,NY, Erie county,,culex sp.,39665,"    Direct Submission
  ",mosquito
KX547337,West Nile virus,USA,NY, Rockland county,,culex sp.,41180,"    Direct Submission
  ",mosquito
KX547340,West Nile virus,USA,NY, Orange county,,culex sp.,41137,"    Direct Submission
  ",mosquito
KX547342,West Nile virus,USA,NY, Orange county,,culex sp.,38939,"    Direct Submission
  ",mosquito
KX547348,West Nile virus,USA,NY, Rockland county,,culex sp.,40039,"    Direct Submission
  ",mosquito
KX547349,West Nile virus,USA,NY, Weschester county,,culex sp.,38960,"    Direct Submission
  ",mosquito
KX547350,West Nile virus,USA,NY, Rockland county,,culex sp.,38926,"    Direct Submission
  ",mosquito
KX547351,West Nile virus,USA, NY, Nassau county,,culex sp.,38203,"    Direct Submission
  ",mosquito
KX547352,West Nile virus,USA,NY, Orange county,,culex sp.,39674,"    Direct Submission
  ",mosquito
KX547353,West Nile virus,USA,NY, Suffolk county,,culex sp.,36718,"    Direct Submission
  ",mosquito
KX547357,West Nile virus,USA,NY, Suffolk county,,culex sp.,39301,"    Direct Submission
  ",mosquito
KX547358,West Nile virus,USA,NY, Rockland county,,culex sp.,41537,"    Direct Submission
  ",mosquito
KX547361,West Nile virus,USA,NY, Suffolk county,,culex sp.,40402,"    Direct Submission
  ",mosquito
KX547362,West Nile virus,USA,NY, Dutchess county,,culex sp.,38595,"    Direct Submission
  ",mosquito
KX547363,West Nile virus,USA,NY, Onondaga county,,culex sp.,37846,"    Direct Submission
  ",mosquito
KX547368,West Nile virus,USA,NY, Rockland county,,culex sp.,40053,"    Direct Submission
  ",mosquito
KX547369,West Nile virus,USA,NY, Weschester county,,culex sp.,40780,"    Direct Submission
  ",mosquito
KX547370,West Nile virus,USA,NY, Dutchess county,,culex sp.,38594,"    Direct Submission
  ",mosquito
KX547374,West Nile virus,USA,NY, Orange county,,culex sp.,37491,"    Direct Submission
  ",mosquito
KX547376,West Nile virus,USA,NY, Erie county,,culex sp.,40437,"    Direct Submission
  ",mosquito
KX547377,West Nile virus,USA, NY, Nassau county,,culex sp.,38554,"    Direct Submission
  ",mosquito
KX547378,West Nile virus,USA,NY, Suffolk county,,culex sp.,37510,"    Direct Submission
  ",mosquito
KX547379,West Nile virus,USA,NY, Suffolk county,,culex sp.,38258,"    Direct Submission
  ",mosquito
KX547380,West Nile virus,USA,NY, Erie county,,culex sp.,41101,"    Direct Submission
  ",mosquito
KX547383,West Nile virus,USA,NY, Rockland county,,culex sp.,37533,"    Direct Submission
  ",mosquito
KX547386,West Nile virus,USA,NY, Rockland county,,culex sp.,36728,"    Direct Submission
  ",mosquito
KX547388,West Nile virus,USA,NY, Suffolk county,,culex sp.,40416,"    Direct Submission
  ",mosquito
KX547391,West Nile virus,USA,NY, Erie county,,culex sp.,40415,"    Direct Submission
  ",mosquito
KX547392,West Nile virus,USA,NY, Erie county,,culex sp.,39302,"    Direct Submission
  ",mosquito
KX547393,West Nile virus,USA,NY, Suffolk county,,culex sp.,37474,"    Direct Submission
  ",mosquito
KX547395,West Nile virus,USA,NY, Suffolk county,,culex sp.,36769,"    Direct Submission
  ",mosquito
KX547396,West Nile virus,USA,NY, Rockland county,,culex sp.,38611,"    Direct Submission
  ",mosquito
KX547399,West Nile virus,USA,NY, Suffolk county,,culex sp.,39331,"    Direct Submission
  ",mosquito
KX547401,West Nile virus,USA,NY, Suffolk county,,culex sp.,39707,"    Direct Submission
  ",mosquito
KX547402,West Nile virus,USA,NY, Onondaga county,,culex sp.,37517,"    Direct Submission
  ",mosquito
KX547406,West Nile virus,USA, NY, Nassau county,,culex sp.,40081,"    Direct Submission
  ",mosquito
KX547408,West Nile virus,USA,NY, Erie county,,culex sp.,38243,"    Direct Submission
  ",mosquito
KX547411,West Nile virus,USA,NY, Rockland county,,culex sp.,37812,"    Direct Submission
  ",mosquito
KX547417,West Nile virus,USA,NY, Rockland county,,culex sp.,40746,"    Direct Submission
  ",mosquito
KX547426,West Nile virus,USA,NY, Onondaga county,,culex sp.,39302,"    Direct Submission
  ",mosquito
KX547431,West Nile virus,USA,NY, Niagara county,,culex sp.,38946,"    Direct Submission
  ",mosquito
KX547434,West Nile virus,USA,NY, Rockland county,,culex sp.,40067,"    Direct Submission
  ",mosquito
KX547436,West Nile virus,USA,NY, Erie county,,culex sp.,39699,"    Direct Submission
  ",mosquito
KX547437,West Nile virus,USA,NY, Suffolk county,,culex sp.,37831,"    Direct Submission
  ",mosquito
KX547438,West Nile virus,USA,NY, Onondaga county,,culex sp.,40765,"    Direct Submission
  ",mosquito
KX547442,West Nile virus,USA,NY, Weschester county,,culex sp.,40421,"    Direct Submission
  ",mosquito
KX547444,West Nile virus,USA,NY, Niagara county,,culex sp.,37474,"    Direct Submission
  ",mosquito
KX547445,West Nile virus,USA,NY, Suffolk county,,culex sp.,41899,"    Direct Submission
  ",mosquito
KX547449,West Nile virus,USA,NY, Suffolk county,,culex sp.,40730,"    Direct Submission
  ",mosquito
KX547454,West Nile virus,USA,NY, Suffolk county,,culex sp.,38202,"    Direct Submission
  ",mosquito
KX547455,West Nile virus,USA, NY, Nassau county,,culex sp.,37846,"    Direct Submission
  ",mosquito
KX547456,West Nile virus,USA,NY, Chautauqua county,,culex sp.,41121,"    Direct Submission
  ",mosquito
KX547463,West Nile virus,USA,NY, Suffolk county,,culex sp.,40050,"    Direct Submission
  ",mosquito
KX547464,West Nile virus,USA,NY, Weschester county,,culex sp.,40072,"    Direct Submission
  ",mosquito
KX547465,West Nile virus,USA,NY, Weschester county,,culex sp.,41486,"    Direct Submission
  ",mosquito
KX547468,West Nile virus,USA,NY,Columbia county,,culex sp.,37844,"    Direct Submission
  ",mosquito
KX547473,West Nile virus,USA,NY, Erie county,,culex sp.,41472,"    Direct Submission
  ",mosquito
KX547477,West Nile virus,USA, NY, Monroe county,,culex sp.,38209,"    Direct Submission
  ",mosquito
KX547478,West Nile virus,USA,NY, Rockland county,,culex sp.,37142,"    Direct Submission
  ",mosquito
KX547480,West Nile virus,USA,NY,Columbia county,,culex sp.,37886,"    Direct Submission
  ",mosquito
KX547483,West Nile virus,USA, NY, Nassau county,,culex sp.,41823,"    Direct Submission
  ",mosquito
KX547485,West Nile virus,USA,NY, Rockland county,,culex sp.,41803,"    Direct Submission
  ",mosquito
KX547486,West Nile virus,USA,NY, Erie county,,culex sp.,38608,"    Direct Submission
  ",mosquito
KX547488,West Nile virus,USA,NY, Suffolk county,,culex sp.,40801,"    Direct Submission
  ",mosquito
KX547492,West Nile virus,USA,NY, Weschester county,,culex sp.,37525,"    Direct Submission
  ",mosquito
KX547495,West Nile virus,USA,NY, Weschester county,,culex sp.,40745,"    Direct Submission
  ",mosquito
KX547497,West Nile virus,USA,NY, Onondaga county,,culex sp.,41122,"    Direct Submission
  ",mosquito
KX547502,West Nile virus,USA,NY, Suffolk county,,culex sp.,38973,"    Direct Submission
  ",mosquito
KX547503,West Nile virus,USA,NY, Erie county,,culex sp.,37482,"    Direct Submission
  ",mosquito
KX547504,West Nile virus,USA,NY, Rockland county,,culex sp.,39710,"    Direct Submission
  ",mosquito
KX547505,West Nile virus,USA,NY,Warren county,,culex sp.,37525,"    Direct Submission
  ",mosquito
KX547509,West Nile virus,USA,NY, Weschester county,,culex sp.,37481,"    Direct Submission
  ",mosquito
KX547510,West Nile virus,USA, NY, Nassau county,,culex sp.,39339,"    Direct Submission
  ",mosquito
KX547513,West Nile virus,USA,NY, Suffolk county,,culex sp.,38609,"    Direct Submission
  ",mosquito
KX547519,West Nile virus,USA,NY, Weschester county,,culex sp.,36770,"    Direct Submission
  ",mosquito
KX547520,West Nile virus,USA,NY, Weschester county,,culex sp.,41163,"    Direct Submission
  ",mosquito
KX547524,West Nile virus,USA,NY, Weschester county,,culex sp.,41507,"    Direct Submission
  ",mosquito
KX547526,West Nile virus,USA, NY, Nassau county,,culex sp.,37869,"    Direct Submission
  ",mosquito
KX547529,West Nile virus,USA,NY, Onondaga county,,culex sp.,40779,"    Direct Submission
  ",mosquito
KX547531,West Nile virus,USA,NY, Erie county,,culex sp.,37846,"    Direct Submission
  ",mosquito
KX547537,West Nile virus,USA,NY, Suffolk county,,culex sp.,40813,"    Direct Submission
  ",mosquito
KX547538,West Nile virus,USA, NY, Nassau county,,culex sp.,37118,"    Direct Submission
  ",mosquito
KX547541,West Nile virus,USA, NY, Nassau county,,culex sp.,40053,"    Direct Submission
  ",mosquito
KX547543,West Nile virus,USA,NY, Weschester county,,culex sp.,39330,"    Direct Submission
  ",mosquito
KX547555,West Nile virus,USA,NY, Orange county,,culex sp.,41107,"    Direct Submission
  ",mosquito
KX547558,West Nile virus,USA, NY, Nassau county,,culex sp.,39695,"    Direct Submission
  ",mosquito
KX547559,West Nile virus,USA, NY, Nassau county,,culex sp.,41163,"    Direct Submission
  ",mosquito
KX547562,West Nile virus,USA,NY, Erie county,,culex sp.,40386,"    Direct Submission
  ",mosquito
KX547566,West Nile virus,USA,NY, Onondaga county,,culex sp.,37461,"    Direct Submission
  ",mosquito
KX547573,West Nile virus,USA,NY, Niagara county,,culex sp.,37837,"    Direct Submission
  ",mosquito
KX547574,West Nile virus,USA,NY, Suffolk county,,culex sp.,41100,"    Direct Submission
  ",mosquito
KX547575,West Nile virus,USA,NY, Suffolk county,,culex sp.,41080,"    Direct Submission
  ",mosquito
KX547581,West Nile virus,USA,NY, Putnam county,,culex sp.,37831,"    Direct Submission
  ",mosquito
KX547582,West Nile virus,USA,NY, Rockland county,,culex sp.,40361,"    Direct Submission
  ",mosquito
KX547586,West Nile virus,USA,NY, Dutchess county,,culex sp.,37518,"    Direct Submission
  ",mosquito
KX547592,West Nile virus,USA,NY,Albany county,,culex sp.,37855,"    Direct Submission
  ",mosquito
KX547599,West Nile virus,USA,NY, Weschester county,,culex sp.,38624,"    Direct Submission
  ",mosquito
KX547602,West Nile virus,USA,NY, Weschester county,,culex sp.,36770,"    Direct Submission
  ",mosquito
KX547604,West Nile virus,USA,NY, Erie county,,culex sp.,41514,"    Direct Submission
  ",mosquito
KX547606,West Nile virus,USA,NY, Rockland county,,culex sp.,39661,"    Direct Submission
  ",mosquito
KX547607,West Nile virus,USA,NY, Erie county,,culex sp.,38957,"    Direct Submission
  ",mosquito
KX547608,West Nile virus,USA,NY, Erie county,,culex sp.,40050,"    Direct Submission
  ",mosquito
KX547610,West Nile virus,USA, NY, Monroe county,,culex sp.,38209,"    Direct Submission
  ",mosquito
